32.144320, 85.020200, 8.409199, 157.982447, 172.439354, 196.771378, 43.854182, 129.497278, 126.250000, 103.000000, 0.000000, 0.000000, 0.000000, 0.000000, ABCD1234EFGH5678, 1557169408
37.270310, 90.755741, 7.086016, 157.879691, 177.872794, 197.855611, 43.497328, 110.514442, 124.622500, 103.000000, 0.000000, 0.000000, 0.000000, 0.000000, ABCD1234EFGH5678, 1557169408
44.187534, 93.929268, 1.590768, 161.591701, 169.157832, 209.671939, 52.806801, 85.641641, 123.108925, 103.000000, 0.000000, 0.000000, 0.000000, 0.000000, ABCD1234EFGH5678, 1557169408
55.712721, 89.302950, 8.669238, 162.410770, 160.672929, 215.984568, 55.063453, 77.918451, 121.701300, 103.000000, 0.000000, 0.000000, 0.000000, 0.000000, ABCD1234EFGH5678, 1557169408
66.226125, 85.377225, -1.578023, 159.426164, 165.797316, 210.944179, 60.857759, 63.113978, 120.392209, 103.000000, 0.000000, 0.000000, 0.000000, 0.000000, ABCD1234EFGH5678, 1557169408
77.835845, 98.667220, 19.480461, 161.454493, 160.950602, 222.359023, 66.434131, 65.149124, 119.174755, 103.000000, 0.000000, 0.000000, 0.000000, 0.000000, ABCD1234EFGH5678, 1557169409
81.039408, 107.735497, -5.389546, 165.132356, 149.901241, 224.783529, 70.251688, 66.002299, 118.042522, 103.000000, 0.000000, 0.000000, 0.000000, 0.000000, ABCD1234EFGH5678, 1557169409
79.363910, 115.578283, 15.568238, 164.377217, 156.441141, 230.074847, 66.411990, 60.638410, 116.989545, 103.000000, 0.000000, 0.000000, 0.000000, 0.000000, ABCD1234EFGH5678, 1557169409
88.779032, 126.384496, 9.755258, 159.086502, 157.508245, 236.911270, 68.776067, 52.519755, 116.010277, 103.000000, 0.000000, 0.000000, 0.000000, 0.000000, ABCD1234EFGH5678, 1557169409
85.523840, 131.146847, 2.522417, 155.794797, 160.369520, 235.304243, 67.148691, 43.668319, 115.099558, 103.000000, 0.000000, 0.000000, 0.000000, 0.000000, ABCD1234EFGH5678, 1557169409
